name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
"29.0312,109.9175",2020-01-01,7.1,0.9,4.1,7.1,-1.9,2.6,1.7,84.7,0.027,100,4.17,rain,,0,18,12.2,61.6,1028.6,79.4,2.9,56.1,4.8,2,,2020-01-01T07:33:56,2020-01-01T17:53:12,0.17,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"57655099999,remote,57554099999"
"29.0312,109.9175",2020-01-02,5.4,2,4.2,5.4,-1.1,1.8,2.9,91.4,0.235,100,8.33,rain,,0,13.9,16.6,54.8,1029,84.4,3.9,43.4,3.8,2,,2020-01-02T07:34:11,2020-01-02T17:53:53,0.22,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"57655099999,remote,57554099999"
"29.0312,109.9175",2020-01-03,6.4,1.9,4.2,6.4,-1,2.9,2.8,90.9,0.6,100,16.67,rain,,0,15.7,11.2,56.9,1029.5,84.1,3.9,52.7,4.5,2,,2020-01-03T07:34:25,2020-01-03T17:54:36,0.26,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"57655099999,remote,57554099999"
"29.0312,109.9175",2020-01-04,8.3,2.8,5.6,7,2.3,4.6,4.5,92.9,0.689,100,20.83,rain,,0,12,11.9,75.3,1026.4,93.9,3.6,54.8,4.8,2,,2020-01-04T07:34:38,2020-01-04T17:55:19,0.31,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"57655099999,remote,57554099999"
"29.0312,109.9175",2020-01-05,13.6,5,8.2,13.6,2.3,7.6,7.6,95.6,2.849,100,16.67,rain,,0,17.9,12.6,118.3,1020.5,85.6,3.4,56.2,4.9,2,,2020-01-05T07:34:49,2020-01-05T17:56:03,0.36,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"57655099999,remote,57554099999"
"29.0312,109.9175",2020-01-06,18.9,4.4,10.9,18.9,-0.5,10.1,9.8,93,6.1,100,25,rain,,0.1,28.6,27,109,1019.4,87,8,59.2,5.1,2,,2020-01-06T07:34:58,2020-01-06T17:56:48,0.4,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"57655099999,remote,57554099999"
"29.0312,109.9175",2020-01-07,13.7,2.1,6.3,13.7,-2.1,4.9,4,86.4,16.053,100,8.33,rain,,1,29.5,26.3,50.3,1023.8,52.3,11.1,141.2,12.2,6,,2020-01-07T07:35:06,2020-01-07T17:57:33,0.44,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"57655099999,remote,57554099999"
"29.0312,109.9175",2020-01-08,7.1,0.9,3.5,5.4,-4.1,0,1.9,89.7,10.117,100,12.5,rain,,0.5,30.7,21.2,57.7,1026.3,89.5,6.9,48.1,4.1,2,,2020-01-08T07:35:12,2020-01-08T17:58:19,0.47,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"57655099999,remote,57554099999"
"29.0312,109.9175",2020-01-09,4.9,-0.3,2,4.9,-4.8,-1,0.7,90.9,21.017,100,12.5,rain,,1.2,29.6,20.5,54.3,1024.3,84.1,10.3,49.1,4.1,2,,2020-01-09T07:35:16,2020-01-09T17:59:06,0.49,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"57655099999,remote,57554099999"
"29.0312,109.9175",2020-01-10,4.2,-0.6,1.6,4.2,-4.6,-1.1,0,89.1,2.108,100,12.5,rain,,0,22.9,13.7,55.9,1024.4,76.8,12.3,80.1,7,3,,2020-01-10T07:35:19,2020-01-10T17:59:54,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"57655099999,remote,57554099999"
"29.0312,109.9175",2020-01-11,8.3,-1.1,3.1,8,-3.8,2,0.9,86.2,3.973,100,8.33,rain,,0,16.7,9,0.7,1027.1,46.6,8.6,140.3,12.2,5,,2020-01-11T07:35:21,2020-01-11T18:00:41,0.51,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"57655099999,remote,57554099999"
"29.0312,109.9175",2020-01-12,11.3,-1.6,3.8,11.3,-4.3,3,1,83.5,0,0,0,,,0,15.3,10.4,91.6,1023.8,35,9.5,166.8,14.4,7,,2020-01-12T07:35:20,2020-01-12T18:01:30,0.52,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"57655099999,remote,57554099999"
"29.0312,109.9175",2020-01-13,8.3,-2.1,3.4,7.5,-5.5,1.5,1.3,86.7,0,0,0,,,,18,12.2,67.1,1022.9,63.9,6.4,124.3,10.7,6,,2020-01-13T07:35:18,2020-01-13T18:02:19,0.55,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"57655099999,remote,57554099999"
