name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
"18.8000,110.3994",2018-01-01,23.1,17.7,21,23.1,17.7,21,17.9,82.7,0.2,100,4.17,rain,0,0,,29.9,45.2,1018,73.6,9.5,164.4,14.2,7,,2018-01-01T07:11:13,2018-01-01T18:12:27,0.47,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"59855099999,remote"
"18.8000,110.3994",2018-01-02,23,18.7,21.6,23,18.7,21.6,19.5,87.7,0.9,100,12.5,rain,0,0,,32,50.6,1016.7,86.8,5.5,135.5,11.7,6,,2018-01-02T07:11:33,2018-01-02T18:13:04,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"59855099999,remote"
"18.8000,110.3994",2018-01-03,23.7,19.7,22.6,23.7,19.7,22.6,20.6,88.3,5.9,100,8.33,rain,0,0,,32.8,63,1015.8,74.8,8.9,170.8,14.6,7,,2018-01-03T07:11:52,2018-01-03T18:13:41,0.54,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"59855099999,remote"
"18.8000,110.3994",2018-01-04,23.7,21.6,22.8,23.7,21.6,22.8,21.3,91.3,5,100,4.17,rain,0,0,,26.3,59.4,1014.3,85.1,8.4,118.9,10.2,5,,2018-01-04T07:12:10,2018-01-04T18:14:18,0.57,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"59855099999,remote"
"18.8000,110.3994",2018-01-05,23.9,21.4,22.9,23.9,21.4,22.9,22.1,95.4,4.7,100,16.67,rain,0,0,,24.5,58.6,1012.9,92.1,5.6,140.7,12.1,5,,2018-01-05T07:12:27,2018-01-05T18:14:55,0.6,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"59855099999,remote"
"18.8000,110.3994",2018-01-06,24.1,21.2,23.3,24.1,21.2,23.3,22.6,95.9,20,100,16.67,rain,0,0,,23.8,104.3,1011.3,73.6,5.9,166.2,14.4,6,,2018-01-06T07:12:43,2018-01-06T18:15:33,0.64,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"59855099999,remote"
"18.8000,110.3994",2018-01-07,27.4,22.9,24,30.9,22.9,24.1,23.2,95.5,0,0,0,,0,0,,15.8,149.2,1011.4,67.9,14.7,187.7,16.1,7,,2018-01-07T07:12:57,2018-01-07T18:16:11,0.67,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"59855099999,remote"
"18.8000,110.3994",2018-01-08,30.7,14.2,23.1,34.9,14.2,23.4,21.3,90.1,0.3,100,12.5,rain,0,0,,38.5,10.2,1013.5,50.9,15.5,196.7,17,8,,2018-01-08T07:13:11,2018-01-08T18:16:49,0.7,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"59855099999,remote"
"18.8000,110.3994",2018-01-09,19,12.9,16.4,19,12.9,16.4,14.2,86.9,0.2,100,8.33,rain,0,0,,39.6,9.2,1021.9,88,16.4,79.8,6.9,3,,2018-01-09T07:13:23,2018-01-09T18:17:28,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"59855099999,remote"
"18.8000,110.3994",2018-01-10,19,12.6,16.5,19,12.6,16.5,13.3,81.5,2.8,100,54.17,rain,0,0,,37.1,11.3,1024.2,94.7,11.1,96.5,8.6,4,,2018-01-10T07:13:34,2018-01-10T18:18:06,0.77,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"59855099999,remote"
"18.8000,110.3994",2018-01-11,19.6,13.4,17.2,19.6,13.4,17.2,13.1,77,1.7,100,29.17,rain,0,0,,35.3,19,1024.6,93.4,21,79,6.8,3,,2018-01-11T07:13:44,2018-01-11T18:18:45,0.8,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"59855099999,remote"
"18.8000,110.3994",2018-01-12,20.1,13.7,18.1,20.1,13.7,18.1,12.2,68.5,0,0,0,,0,0,,37.1,38.1,1024.6,75.5,25.9,178.7,15.5,7,,2018-01-12T07:13:53,2018-01-12T18:19:23,0.84,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"59855099999,remote"
"18.8000,110.3994",2018-01-13,20.7,13.4,18.8,20.7,13.4,18.8,15.1,79.3,1,100,4.17,rain,0,0,,36,49.5,1022.1,86.1,19.1,73.4,6.4,3,,2018-01-13T07:14:00,2018-01-13T18:20:02,0.87,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"59855099999,remote"
"18.8000,110.3994",2018-01-14,22.1,16,20.2,22.1,16,20.2,16.6,80.3,1,100,4.17,rain,0,0,,28.8,46.6,1019.9,45.7,14.4,188,16.2,7,,2018-01-14T07:14:07,2018-01-14T18:20:40,0.9,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"59855099999,remote"
"18.8000,110.3994",2018-01-15,22.2,16.4,20.3,22.2,16.4,20.3,17,81.7,0,0,0,,0,0,,25.2,57.2,1017,56.3,16.4,224.7,19.3,8,,2018-01-15T07:14:12,2018-01-15T18:21:19,0.94,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"59855099999,remote"
"18.8000,110.3994",2018-01-16,22.7,14.6,20.5,22.7,14.6,20.5,17.4,83,0,0,0,,0,0,,21.6,54.8,1014.7,40,11.6,223.7,19.2,8,,2018-01-16T07:14:15,2018-01-16T18:21:57,0.97,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"59855099999,remote"
"18.8000,110.3994",2018-01-17,24.7,14.4,20.6,24.7,14.4,20.6,16.5,78.2,0.1,100,4.17,rain,0,0,,21.2,34.2,1014.6,30.2,12.4,228.5,19.7,8,,2018-01-17T07:14:18,2018-01-17T18:22:36,0,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"59855099999,remote"
"18.8000,110.3994",2018-01-18,24.2,13.9,20.7,24.2,13.9,20.7,17.1,80.2,0,0,0,,0,0,,25.2,40.3,1015.1,58.4,8.3,227.5,19.8,8,,2018-01-18T07:14:19,2018-01-18T18:23:14,0.04,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"59855099999,remote"
"18.8000,110.3994",2018-01-19,22.7,19.7,21.4,22.7,19.7,21.4,20.3,93.4,0.9,100,12.5,rain,0,0,,25.9,27.8,1016.4,79.7,2.4,157.3,13.5,6,,2018-01-19T07:14:19,2018-01-19T18:23:52,0.07,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"59855099999,remote"
"18.8000,110.3994",2018-01-20,23.1,19.9,22.1,23.1,19.9,22.1,20.8,92.4,1.5,100,12.5,rain,0,0,,22.3,54.9,1014.9,57.3,6.3,192.6,16.6,7,,2018-01-20T07:14:18,2018-01-20T18:24:30,0.11,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"59855099999,remote"
"18.8000,110.3994",2018-01-21,23.9,21.1,22.5,23.9,21.1,22.5,20.8,90.2,0,0,0,,0,0,,23,61.8,1013.8,69.3,8.4,195.6,16.9,8,,2018-01-21T07:14:15,2018-01-21T18:25:07,0.14,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"59855099999,remote"
"18.8000,110.3994",2018-01-22,23.3,19.4,22.2,23.3,19.4,22.2,20,87.4,0,0,0,,0,0,,22.3,45.4,1013.3,71.8,9.6,196,17,7,,2018-01-22T07:14:11,2018-01-22T18:25:45,0.18,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"59855099999,remote"
"18.8000,110.3994",2018-01-23,25.2,19.7,22.5,25.2,19.7,22.5,20.2,86.8,0,0,0,,0,0,,22.3,64.8,1013.3,90.3,8.3,196.5,16.9,8,,2018-01-23T07:14:06,2018-01-23T18:26:22,0.21,Overcast,Cloudy skies throughout the day.,cloudy,"59855099999,remote"
"18.8000,110.3994",2018-01-24,23.4,20.4,22.5,23.4,20.4,22.5,20.2,87.1,0.2,100,4.17,rain,0,0,,25.2,73,1012.7,84.6,9.9,184.5,15.9,7,,2018-01-24T07:14:00,2018-01-24T18:26:59,0.24,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"59855099999,remote"
"18.8000,110.3994",2018-01-25,24.2,21.4,23,24.2,21.4,23,21.2,89.9,0,0,0,,0,0,,23,79.2,1012.5,73.7,9.3,201.3,17.2,8,,2018-01-25T07:13:52,2018-01-25T18:27:35,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"59855099999,remote"
"18.8000,110.3994",2018-01-26,23.5,20.9,22.5,23.5,20.9,22.5,20.5,88.7,0.8,100,4.17,rain,0,0,,33.1,60.2,1014.2,73.4,12.1,163.9,14.1,7,,2018-01-26T07:13:43,2018-01-26T18:28:11,0.31,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"59855099999,remote"
"18.8000,110.3994",2018-01-27,23.2,20.2,22.1,23.2,20.2,22.1,20.2,89,3.7,100,12.5,rain,0,0,,30.2,71,1013.9,82.1,10.3,149.4,13.1,6,,2018-01-27T07:13:33,2018-01-27T18:28:47,0.35,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"59855099999,remote"
"18.8000,110.3994",2018-01-28,24.2,19.4,22.6,24.2,19.4,22.6,21.1,91.5,4.2,100,12.5,rain,0,0,,29.9,55.1,1012.6,68.7,14.9,201.2,17.3,7,,2018-01-28T07:13:22,2018-01-28T18:29:23,0.38,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"59855099999,remote"
"18.8000,110.3994",2018-01-29,20.4,11.9,16.8,20.4,11.9,16.8,14.8,88.2,0.8,100,4.17,rain,0,0,,40,7.9,1018.6,90.3,7.9,158.8,13.7,6,,2018-01-29T07:13:09,2018-01-29T18:29:58,0.42,"Rain, Overcast",Cloudy skies throughout the day with morning rain.,rain,"59855099999,remote"
"18.8000,110.3994",2018-01-30,19.5,12.2,16.7,19.5,12.2,16.7,14.8,88.8,0.9,100,12.5,rain,0,0,,33.5,11,1018.6,97,9.8,107.1,9.3,4,,2018-01-30T07:12:56,2018-01-30T18:30:32,0.45,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"59855099999,remote"
"18.8000,110.3994",2018-01-31,17.9,10.7,14.9,17.9,10.7,14.9,13,88.5,1.7,100,12.5,rain,0,0,,38.5,355.7,1021,87.1,11.6,97.7,8.5,3,,2018-01-31T07:12:41,2018-01-31T18:31:06,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"59855099999,remote"
"18.8000,110.3994",2018-02-01,18.3,9.2,15.2,18.3,7.8,15.1,11.5,78.4,0.1,100,4.17,rain,0,0,,36,11,1021.6,78.8,9.5,204,17.5,8,,2018-02-01T07:12:24,2018-02-01T18:31:40,0.52,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"59855099999,remote"
