name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
"21.95,100.44",2021-01-01,22.1,4.9,13.7,22.1,4.9,13.5,8.6,74,0,0,0,,,,18,6.5,85.6,1019.3,61.7,16.8,210.7,18.2,8,,2021-01-01T07:57:15,2021-01-01T18:46:26,0.57,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"remote,56959099999"
"21.95,100.44",2021-01-02,23.9,5,13.5,23.9,4,13.4,9.1,77.7,0,0,0,,,,14.4,5.4,107.8,1017.6,44.8,11.4,212.8,18.4,8,,2021-01-02T07:57:33,2021-01-02T18:47:04,0.61,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"remote,56959099999"
"21.95,100.44",2021-01-03,23.9,8.3,14.8,23.9,8.3,14.8,10.9,80.1,0,0,0,,,,14.4,6.8,101.3,1016.5,46.9,11.6,211.2,18.2,8,,2021-01-03T07:57:50,2021-01-03T18:47:43,0.64,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"remote,56959099999"
"21.95,100.44",2021-01-04,26.6,8.9,15.4,26.6,8.5,15.4,11.5,80,0,0,0,,,,14.4,6.5,110.8,1016.8,66.5,11.6,205.1,17.8,8,,2021-01-04T07:58:06,2021-01-04T18:48:22,0.68,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"remote,56959099999"
"21.95,100.44",2021-01-05,27.2,10.2,17.2,27.6,10.2,17.2,12.6,77.2,0,0,0,,,,14.4,6.1,145.2,1015.5,79,10,214.7,18.5,8,,2021-01-05T07:58:20,2021-01-05T18:49:02,0.71,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"remote,56959099999"
"21.95,100.44",2021-01-06,27.9,10.3,17.4,28.1,10.3,17.5,13.4,79.7,0,0,0,,,,14.4,6.5,166.2,1013.1,89.3,11.4,211,18.2,8,,2021-01-06T07:58:34,2021-01-06T18:49:42,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"remote,56959099999"
"21.95,100.44",2021-01-07,28.6,13.3,18.8,29,13.3,18.8,14.5,78.7,0,0,0,,,,10.8,5,194.2,1011.6,65.8,14.1,207.9,18.2,8,,2021-01-07T07:58:46,2021-01-07T18:50:22,0.79,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"remote,56959099999"
"21.95,100.44",2021-01-08,23.4,9.7,15.3,23.4,9.7,15.3,12.5,84.1,0.1,100,4.17,rain,,,14.4,6.5,92.9,1012.4,71.3,12.3,134.7,11.7,5,,2021-01-08T07:58:57,2021-01-08T18:51:03,0.82,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"remote,56959099999"
"21.95,100.44",2021-01-09,20.6,6.6,12.7,20.6,6.5,12.7,10.4,86.7,5.1,100,12.5,rain,,,14.4,7.2,114.4,1012.7,64.1,19.9,146.2,12.6,6,,2021-01-09T07:59:06,2021-01-09T18:51:44,0.86,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"remote,56959099999"
"21.95,100.44",2021-01-10,18.8,7.8,13.4,18.8,7.8,13.4,11,86.5,0.7,100,20.83,rain,,,10.8,5,122.6,1013.9,73.8,24.6,138.3,12,5,,2021-01-10T07:59:14,2021-01-10T18:52:25,0.89,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"remote,56959099999"
"21.95,100.44",2021-01-11,16.7,5.1,10.2,16.7,3.9,9.6,8.1,86.9,2.6,100,12.5,rain,,,14.4,9,83.6,1018.5,83.7,15.9,78.9,6.9,3,,2021-01-11T07:59:21,2021-01-11T18:53:06,0.93,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"remote,56959099999"
"21.95,100.44",2021-01-12,11.2,3,7.3,11.2,1.6,6.8,4.2,81.3,0.3,100,8.33,rain,,,14.4,7.2,60.9,1025.8,85.2,18.9,120.5,10.6,4,,2021-01-12T07:59:27,2021-01-12T18:53:48,0.96,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"remote,56959099999"
"21.95,100.44",2021-01-13,18.7,4,11,18.7,4,11,7.4,80.6,0.1,100,4.17,rain,,,14.4,3.6,133.5,1019.6,70.1,15.6,163.5,14.1,6,,2021-01-13T07:59:31,2021-01-13T18:54:29,0,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"remote,56959099999"
"21.95,100.44",2021-01-14,22.1,7.6,13.2,22.1,7.6,13.2,9,78.8,0,0,0,,,,18,7.2,76.5,1016.9,83.5,9.3,179.9,15.4,7,,2021-01-14T07:59:33,2021-01-14T18:55:11,0.03,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"remote,56959099999"
"21.95,100.44",2021-01-15,23.1,8.3,14.4,23.1,8.3,14.4,10.1,77.7,0,0,0,,,,18,5,214.4,1013.9,47.5,8.1,180.8,15.6,7,,2021-01-15T07:59:35,2021-01-15T18:55:53,0.06,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"remote,56959099999"
"21.95,100.44",2021-01-16,25.4,10.3,16.1,25.4,10.3,16.1,11.2,75.5,0,0,0,,,,10.8,6.8,189.8,1011.9,58.8,7.1,209.1,18.2,8,,2021-01-16T07:59:35,2021-01-16T18:56:35,0.09,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"remote,56959099999"
"21.95,100.44",2021-01-17,25.6,9,14.3,25.6,8.3,14.2,11,81.6,0,0,0,,,,21.6,8.6,82.7,1016.3,72.6,9.6,116.3,10,5,,2021-01-17T07:59:34,2021-01-17T18:57:16,0.13,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"remote,56959099999"
"21.95,100.44",2021-01-18,19.4,7.3,13.4,19.4,6.6,13.2,8.2,72.7,0,0,0,,,,21.6,7.2,72.7,1020,29.6,25.3,192,16.5,7,,2021-01-18T07:59:31,2021-01-18T18:57:58,0.16,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"remote,56959099999"
